Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
Lyft,AVT045,2019-07-30,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU2KR104428,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU2KR104428,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-30,3FA6P0RU2KR104428,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-30,3FA6P0RU1KR135721,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-30,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-31,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,"Disengage for an erratically, recklessly or aggressively behaving road user"
Lyft,AVT045,2019-07-31,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-07-31,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,"Disengage for an erratically, recklessly or aggressively behaving road user"
Lyft,AVT045,2019-07-31,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-31,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-31,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-07-31,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-31,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-07-31,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-01,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-08-01,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU1KR135721,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU1KR135721,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU1HR350928,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-01,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a control discrepancy in delivering the planned trajectory to the vehicle?s controls system
Lyft,AVT045,2019-08-01,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-01,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU1KR135962,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-01,3FA6P0RU0HR408592,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU1KR135721,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU9KR115555,NO,YES,Test Driver,Street,Disengage for a software fault due to a potential performance issue with a software component of the self-driving system (including third party software components)
Lyft,AVT045,2019-08-02,3FA6P0RU2JR120045,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RUXJR158090,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-02,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,"Disengage for an erratically, recklessly or aggressively behaving road user"
Lyft,AVT045,2019-08-02,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-02,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-08-05,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-08-05,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU5JR274913,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU5JR274913,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU2JR203832,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU2JR203832,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU2JR203832,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU2JR203832,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU2JR203832,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle?s perception system failed to detect an object correctly
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a control discrepancy in delivering the planned trajectory to the vehicle?s controls system
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149687,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU7KR136100,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a localization discrepancy in accurately positioning the vehicle on the map
Lyft,AVT045,2019-08-05,3FA6P0RU0JR149057,NO,YES,Test Driver,Street,Disengage for unwanted maneuver of the vehicle caused by a planning discrepancy while generating an appropriate trajectory
